customer_id,city,state,registration_date,order_date,order_id,order_item_id,product_id,quantity,unit_price,total_price,total_amount,status,delivery_date,name,category,brand,price,stock_quantity,added_date,rating,payment_id,payment_date,payment_method,payment_status,amount_paid
CUST0002,Ericborough,Nebraska,29-06-2023,13-11-2024,ORD02797,OI008318,PROD0082,3,1661.69,4985.07,56987.95,Shipped,27-12-2024,Small Husband,Home,King-Barton,1661.69,436,01-09-2024,3,PAY02797,13-11-2024,COD,Success,56987.95
CUST0002,Ericborough,Nebraska,29-06-2023,13-11-2024,ORD02797,OI008317,PROD0076,3,2122.17,6366.51,56987.95,Shipped,27-12-2024,Field Attorney,Home,"Harris, Stone and Hoover",2122.17,376,02-04-2025,2,PAY02797,13-11-2024,COD,Success,56987.95
CUST0002,Ericborough,Nebraska,29-06-2023,13-11-2024,ORD02797,OI008320,PROD0098,2,9740.99,19481.98,56987.95,Shipped,27-12-2024,Receive Event,Beauty,"Joseph, Davis and Blake",9740.99,393,10-09-2024,2,PAY02797,13-11-2024,COD,Success,56987.95
CUST0002,Ericborough,Nebraska,29-06-2023,17-02-2025,ORD00416,OI001253,PROD0078,3,3230.15,9690.45,55648.52,Shipped,26-05-2025,Each Scientist,Beauty,"Terrell, James and Bell",3230.15,394,12-03-2025,5,PAY00416,17-02-2025,Net Banking,Failed,55648.52
CUST0002,Ericborough,Nebraska,29-06-2023,17-02-2025,ORD00416,OI001254,PROD0052,3,2220.94,6662.82,55648.52,Shipped,26-05-2025,Whole Down,Beauty,Clark-Jones,2220.94,77,14-09-2024,4,PAY00416,17-02-2025,Net Banking,Failed,55648.52
CUST0002,Ericborough,Nebraska,29-06-2023,17-02-2025,ORD00416,OI001256,PROD0085,2,9395.41,18790.82,55648.52,Shipped,26-05-2025,Project Four,Electronics,Boyd-Peterson,9395.41,78,02-05-2025,2,PAY00416,17-02-2025,Net Banking,Failed,55648.52
CUST0002,Ericborough,Nebraska,29-06-2023,17-02-2025,ORD00416,OI001255,PROD0032,3,6834.81,20504.43,55648.52,Shipped,26-05-2025,Card Keep,Electronics,Mckinney-Campbell,6834.81,68,27-02-2025,4,PAY00416,17-02-2025,Net Banking,Failed,55648.52
CUST0002,Ericborough,Nebraska,29-06-2023,18-01-2025,ORD03413,OI010193,PROD0061,1,600.82,600.82,34939.07,Cancelled,22-02-2025,Seat Kitchen,Electronics,Heath-Rodriguez,600.82,286,24-09-2024,4,PAY03413,18-01-2025,COD,Success,0
CUST0002,Ericborough,Nebraska,29-06-2023,18-01-2025,ORD03413,OI010195,PROD0021,2,2367.58,4735.16,34939.07,Cancelled,22-02-2025,Child Build,Electronics,Wilcox-Davis,2367.58,26,24-09-2024,4,PAY03413,18-01-2025,COD,Success,0
CUST0002,Ericborough,Nebraska,29-06-2023,18-01-2025,ORD03413,OI010194,PROD0063,3,4907.85,14723.55,34939.07,Cancelled,22-02-2025,Which Police,Beauty,"White, Fernandez and Hernandez",4907.85,119,16-02-2025,5,PAY03413,18-01-2025,COD,Success,0
CUST0002,Ericborough,Nebraska,29-06-2023,18-01-2025,ORD03413,OI010192,PROD0041,2,673.46,1346.92,34939.07,Cancelled,22-02-2025,Building Model,Apparel,"Hall, Chase and Sanchez",673.46,459,16-03-2025,3,PAY03413,18-01-2025,COD,Success,0
CUST0002,Ericborough,Nebraska,29-06-2023,18-01-2025,ORD03413,OI010196,PROD0056,2,6766.31,13532.62,34939.07,Cancelled,22-02-2025,White Determine,Electronics,Brown-Kelly,6766.31,340,26-06-2024,1,PAY03413,18-01-2025,COD,Success,0
CUST0002,Ericborough,Nebraska,29-06-2023,18-09-2024,ORD02950,OI008754,PROD0084,3,6711.85,20135.55,47641.24,Delivered,19-05-2025,Head Factor,Electronics,Black-Rojas,6711.85,293,25-12-2024,2,PAY02950,18-09-2024,Net Banking,Failed,47641.24
CUST0002,Ericborough,Nebraska,29-06-2023,18-09-2024,ORD02808,OI008352,PROD0097,1,3601.42,3601.42,11633.82,Shipped,24-02-2025,Never Quite,Electronics,Church Inc,3601.42,296,13-06-2025,5,PAY02808,18-09-2024,UPI,Failed,11633.82
CUST0002,Ericborough,Nebraska,29-06-2023,18-09-2024,ORD02950,OI008757,PROD0111,3,6101.47,18304.41,47641.24,Delivered,19-05-2025,Would Court,Beauty,Hansen Inc,6101.47,271,22-04-2025,2,PAY02950,18-09-2024,Net Banking,Failed,47641.24
CUST0002,Ericborough,Nebraska,29-06-2023,18-09-2024,ORD02950,OI008756,PROD0055,1,4293.43,4293.43,47641.24,Delivered,19-05-2025,Politics Sense,Home,Henson Group,4293.43,249,13-08-2024,5,PAY02950,18-09-2024,Net Banking,Failed,47641.24
CUST0002,Ericborough,Nebraska,29-06-2023,18-09-2024,ORD02808,OI008351,PROD0066,1,6996.26,6996.26,11633.82,Shipped,24-02-2025,Look Night,Beauty,Johnson-Jones,6996.26,384,22-01-2025,5,PAY02808,18-09-2024,UPI,Failed,11633.82
CUST0002,Ericborough,Nebraska,29-06-2023,18-09-2024,ORD02808,OI008353,PROD0100,3,345.38,1036.14,11633.82,Shipped,24-02-2025,Whom Main,Beauty,Adams-Miller,345.38,387,15-09-2024,5,PAY02808,18-09-2024,UPI,Failed,11633.82
CUST0002,Ericborough,Nebraska,29-06-2023,18-09-2024,ORD02950,OI008755,PROD0063,1,4907.85,4907.85,47641.24,Delivered,19-05-2025,Which Police,Beauty,"White, Fernandez and Hernandez",4907.85,119,16-02-2025,5,PAY02950,18-09-2024,Net Banking,Failed,47641.24
CUST0002,Ericborough,Nebraska,29-06-2023,20-09-2024,ORD02443,OI007235,PROD0029,3,1613.13,4839.39,34186.19,Shipped,13-10-2024,Imagine Size,Electronics,"Byrd, Rodriguez and Johnson",1613.13,91,16-12-2024,4,PAY02443,20-09-2024,Net Banking,Success,34186.19
CUST0002,Ericborough,Nebraska,29-06-2023,20-09-2024,ORD02443,OI007237,PROD0058,3,1996.74,5990.22,34186.19,Shipped,13-10-2024,Parent Short,Apparel,"Carpenter, Jones and Taylor",1996.74,284,28-09-2024,3,PAY02443,20-09-2024,Net Banking,Success,34186.19
CUST0002,Ericborough,Nebraska,29-06-2023,20-09-2024,ORD02443,OI007238,PROD0053,1,5804.5,5804.5,34186.19,Shipped,13-10-2024,Range Civil,Sports,Collins-Jones,5804.5,134,04-12-2024,4,PAY02443,20-09-2024,Net Banking,Success,34186.19
CUST0002,Ericborough,Nebraska,29-06-2023,20-09-2024,ORD02443,OI007236,PROD0023,2,8776.04,17552.08,34186.19,Shipped,13-10-2024,Huge Bag,Sports,Reed PLC,8776.04,171,16-10-2024,2,PAY02443,20-09-2024,Net Banking,Success,34186.19
CUST0002,Ericborough,Nebraska,29-06-2023,24-01-2025,ORD03308,OI009867,PROD0066,2,6996.26,13992.52,64642.39,Delivered,02-04-2025,Look Night,Beauty,Johnson-Jones,6996.26,384,22-01-2025,5,PAY03308,24-01-2025,UPI,Failed,64642.39
